番剧名称,评分,播放量,追番人数,弹幕总数,评分人数,类型,是否为大会员
鲁邦三世VS名侦探柯南THE MOVIE,9.7,3449209,3738459,70283,2189,原创|智斗|推理,0
BanG Dream! 梦想协奏曲 第三季,9.8,4676581,671524,113630,6385,原创|校园|音乐,1
天元突破红莲螺岩,9.8,8175954,611846,131506,16655,热血|科幻|励志|机战,0
在盛夏等待,9.3,2292863,499197,55126,2219,科幻|催泪|恋爱|原创,0
W'Z,8.5,7890641,476556,72565,2012,战斗|原创,1
偶像荣耀/IDOLY PRIDE,9.8,4779058,471870,55891,6377,原创|偶像|奇幻,1
宝石幻想 光芒重现,9.6,5572835,464672,85934,4901,校园|魔法|原创|日常,1
BanG Dream! 梦想协奏曲 电影演唱会,9.8,891152,671524,23903,3969,音乐|社团|少女|声控,1
战翼的希格德莉法,9.1,5277542,459488,54619,4571,原创|科幻,1
猎魔武士/GIBIATE,4,6811602,456129,49822,3008,原创|战斗|架空,1
机甲少女 FRAME ARMS GIRL,9.1,5894598,443831,196400,811,机战|科幻|原创,0
重神机潘多拉,6.6,6966760,489483,100451,4910,机战|原创|科幻,1
革命机Valvrave,9.8,7339597,420495,230066,95474,机战|科幻|战斗|原创,0
星合之空,9.7,7531336,418430,122269,12442,原创|运动|校园,1
Love Live! Sunshine!! 第二季,9.4,6469387,1258660,271693,5771,音乐|校园|偶像|社团,0
龙的牙医,9.6,3409977,399272,53091,3000,奇幻|战斗|原创|架空,0
聆听者 / LISTENERS,7.7,5418100,392132,52412,3266,原创|音乐|热血,1
动画同好会,8.6,4812772,382107,167486,2668,校园|社团|原创|搞笑,0
LOST SONG 失落的歌谣,9.4,5781407,365082,119478,11811,音乐|原创|架空,0
笑容的代价,4.2,6511746,364226,53306,8737,科幻|战斗|原创|机战,1
玻璃之花与崩坏的世界,9,3390845,356456,46782,1265,原创|治愈|架空,0
RobiHachi,9.5,5123324,351069,57702,3198,原创|冒险,1
Punch Line,9.3,2441985,344944,6090,1464,搞笑|科幻|原创,1
EVA 新世纪福音战士新剧场版2.22：破,9.7,6842863,1840010,146283,5453,原创|科幻|机战|战斗,0
佐賀偶像是傳奇（僅限港澳台地區）,9.8,2023785,338572,45847,5718,原创|搞笑|偶像,0
地狱少女 二笼,9.8,5073548,2067746,200547,3038,原创,1
ALDNOAH.ZERO,9.1,5432425,339716,45378,4536,原创|科幻|架空|机战,1
高达创形者,4.6,18628982,321535,292136,6345,热血|机战|社团|少儿,0
体操武士,9.8,3520096,321265,29080,6269,运动|搞笑|治愈|励志,1
ENDRO~!,9.8,2391817,318480,49071,4739,原创|奇幻|萌系|搞笑,1
高达创形者 再起,9.4,12803293,564715,120864,7907,原创|热血|科幻|机战,0
无畏魔女,8.6,4500549,316855,80816,451,战斗|机战|原创,0
结城友奈是勇者 鹫尾须美之章&勇者之章,9.6,4582006,536216,82827,4754,少女|魔法|原创|冒险,0
三丽鸥男子,8.7,3669655,287833,82722,872,原创,0
花样滑冰Stars,2.7,3640128,284019,26080,9649,原创|运动|声控,1
Room Mate,7.7,3884703,281989,50437,337,乙女|泡面|原创,0
翠星之加尔刚蒂亚,9.4,4008421,287304,59578,1465,奇幻|科幻|机战|原创,0
RErideD-穿越时空的德理达,7.5,3692880,251647,23202,1679,科幻|原创|穿越|冒险,0
地狱少女 三鼎,9.5,3206145,2067746,113712,1970,原创|奇幻|神魔,1
BanG Dream! 第二季,9.7,6727318,671524,117924,5095,音乐|社团|少女|声控,1
剧偶像,8.2,1491912,226822,13075,2110,原创|少女|架空,1
神装少女小缠,8.7,5608370,226879,113746,538,魔法|神魔|原创,0
天元突破 红莲螺岩 剧场版,9.8,1148024,611846,9196,2577,原创|热血|战斗|科幻,0
战姬绝唱SYMPHOGEAR,9.6,1733099,213160,27773,1248,科幻|音乐|热血|原创,0
东京地震8.0,9.7,681517,186892,13321,2315,日常|催泪|原创,0
TSUKIPRO,9.2,3580750,186733,41685,861,音乐|偶像|原创,0
梦之祭,9.1,3888488,201334,92506,139,偶像|原创,0
东之伊甸,9.1,1241092,174550,21753,912,奇幻|日常|治愈|智斗,0
Classica Loid,9.5,2605959,181049,72657,535,搞笑|原创|音乐|机战,0
ID-0,9.1,2162042,155646,26966,501,科幻|原创,0
音乐少女,7.8,2741356,152625,30345,736,搞笑|音乐|偶像|日常,0
月色真美 SP,9.7,2773655,3199596,27739,2234,恋爱|校园|原创,0
B-PROJECT～绝顶＊Emotion～,8,2648178,150971,10034,381,音乐|偶像|原创,1
"Wake Up, Girls! 新章",8,947518,127138,8398,435,音乐|偶像|社团|原创,1
拜托了！老师,9,1679126,125588,35084,763,奇幻|日常|原创,0
BanG Dream! 少女乐团派对！☆PICO～大份～,9.8,6357512,201775,25421,3429,萌系|音乐|原创|校园,0
高校星歌剧 第二季,9.5,3530372,316083,102110,733,音乐|校园|原创|偶像,0
歌塑世界,9,2147984,123328,13718,695,原创|校园|音乐|偶像,0
ALDNOAH.ZERO 第二季,6.5,3183497,339716,33866,5813,原创|战斗|科幻|架空,1
星梦手记,8.4,1845331,113461,38097,102,科幻|偶像|励志|原创,0
超时空要塞 Macross,9.5,1809736,118506,67287,527,科幻|热血|机战|偶像,0
夏色奇迹,9.4,1108404,104847,67832,589,日常|治愈|偶像|社团,0
打工小哥,9.5,1658377,131657,8683,956,原创,0
高校星歌剧 第三季,9.5,2589334,316083,30011,1223,原创|音乐|偶像|声控,0
偶像大师 SideM,9.4,1185970,141292,19442,768,音乐|偶像|原创,0
幸运逻辑,6.8,808400,82220,5472,430,原创|奇幻|战斗,1
偶像大师灰姑娘剧场 第三季（TV版）,9.3,1105650,543502,2634,279,萌系|偶像|原创,0
重神机潘多拉（中配）,7.1,2797742,489483,43585,1061,机战|科幻|原创,1
小猪佩奇 第一季 英文版,9.1,4475983,91923,11458,949,原创|少儿,0
战国鸟兽戏画 ~甲~,9.3,1578880,101319,5793,124,原创|泡面,0
兽娘动物园 2,2.2,1761539,465841,31521,29604,萌系|奇幻|原创|架空,1
香蕉喵 不可思议的伙伴们,9.6,953537,131396,2642,608,原创|少儿|治愈|萌系,1
新机动战记高达W 无尽的华尔兹,9.3,904950,158589,4721,275,机战|原创|科幻|架空,0
机动战士高达AGE,8.7,1910675,76323,37258,833,原创|科幻|机战,0
BT21 UNIVERSE动画,9.8,1728654,116199,36680,6203,日常|偶像|励志|原创,0
猎人 剧场版 最后的任务,6.4,1502092,130729,33654,558,热血|原创,0
美妙天堂 偶像时间,7.3,3448087,144248,58866,432,偶像|原创,1
天体的秩序SP,9.6,373022,567581,8040,480,原创|奇幻|日常|治愈,0
浦岛坂田船的日常,9.4,684726,59289,2429,600,泡面|原创|校园,1
偶像大师灰姑娘剧场 第二季,9.3,1367936,543502,4661,460,音乐|偶像|原创,0
梦之祭！R,9.1,1315429,201334,13306,144,偶像|原创,0
Classica Loid 第二季,8.6,1059307,181049,27371,585,原创,0
美妙☆频道,8.3,2346420,144248,16552,518,音乐|偶像|原创,1
偶像大师灰姑娘剧场 第四季（TV版）,9.3,899883,543502,1943,210,原创|日常|偶像|萌系,0
FLIP FLAPPERS（僅限港澳台地區）,9.6,64149,47302,2286,361,奇幻|原创,0
快盗天使 BREAK,8.3,500117,62670,5740,125,魔法|原创,0
新机动战记高达W剧场版 无尽的华尔兹,9.8,735022,158589,6231,1309,原创|科幻|机战|架空,0
白箱（僅限港澳台地區）,9.5,91817,44422,1762,715,原创|日常|励志|职场,0
小猪佩奇 第一季,8.7,14791974,64930,14699,906,原创|少儿|日常,0
斩服少女 OAD,9.8,1911389,1373303,43181,986,原创|热血|奇幻,0
只想受你欢迎,5,466010,37541,3062,927,原创|恋爱|乙女|声控,1
香蕉怪大叔 呐呐~呐 北海妖怪追追追！（第三季）,9.3,439898,42463,1233,248,原创,1
法兰雀丝卡,8.6,346100,29394,532,104,原创|泡面|搞笑,0
偶像大师灰姑娘剧场 第三季（WEB版）,9.2,475483,543502,576,153,萌系|偶像|原创,0
91Days（僅限港澳台地區）,9.7,47136,28043,1473,266,原创,0
能继续奔跑下去真是太好了。,9.3,182971,27758,1072,340,原创|励志|职场,0
失憶融合WIXOSS（僅限港澳台地區）,9.3,159389,25572,6000,275,原创,0
Double Decker! 道格&基里爾（僅限港澳台地區）,9.3,175079,25159,5482,348,原创,0
神田川JET GIRLS（僅限台灣地區）,8.4,63959,22908,2249,189,原创|萌系|校园|运动,0
爱玩怪兽,7.3,1105265,21914,4396,591,原创,1
飞篮扣杀,9.1,92408,21453,371,159,科幻|架空|原创,1
刀使巫女（中配）,8.1,1177356,659584,8649,202,校园|战斗|原创,0
Active Raid -机动强袭室第八课-,8.8,254604,24440,2879,162,原创|科幻|机战|职场,0
柯鲁布克罗/ Coluboccoro,9.1,202705,19389,709,259,原创|架空|奇幻,0
ID:INVADED（僅限港澳台地區）,9.6,208861,17381,3296,2163,原创|科幻|推理,1
香蕉怪大叔 呐呐~呐 好奇洞穴乐园（第二季）,9.3,642418,42463,1552,381,原创,1
黑狐/BLACK FOX,8.5,86821,16290,568,184,奇幻|战斗|原创,1
小猪佩奇 第七季 英文版,8.9,2115608,91924,2435,177,原创|少儿,1
声声相对论,9.7,388806,14333,3766,636,原创|搞笑|治愈|声控,0
Four of a Kind 四牌士 第二季,8.9,196416,29615,585,155,原创|搞笑,1
小猪佩奇 第二季 英文版,8.9,1689326,91924,1678,111,原创|少儿,0
欢迎来到宇宙SHOW,9.4,92523,12846,1528,177,原创|搞笑|科幻,0
小猪佩奇 第七季,8.6,8845455,64930,5748,195,原创|少儿,1
Active Raid -机动强袭室第八课- 2nd,9.4,183999,24440,1765,141,原创|机战|职场,0
香蕉怪大叔 呐呐~呐（第一季）,9.2,172018,42463,1583,250,原创,1
DECA-DENCE（僅限港澳台地區）,9.3,143598,8567,1595,249,原创|科幻|架空,0
Lapis Re:LiGHTs（僅限港澳台地區）,9.4,67683,8147,999,116,校园|偶像|少女|魔法,0
歌舞伎町夏洛克（僅限港澳台地區）,8.5,115464,6204,1920,129,原创|冒险|推理,0
石川由依 朗读剧系列UTA-KATA,9.8,51019,5637,87,123,原创|声控,1
熊猫拍拍 应援团篇,8.5,63887,22113,244,105,原创|泡面,0
